Id,Name,Address,City,State,Zip,Website
3363,ST PAUL'S SCHOOL OF NURSING-STATEN ISLAND,"2 TELEPORT DRIVE, CORPORATE COMMONS TWO, SUITE 203",STATEN ISLAND,NY,10311,www.stpaulsschoolofnursing.edu/
3364,SISTEMA UNIVERSITARIO ANA G. MENDEZ,"UNIVERSIDAD ANA G. MENDEZ, 1399 AVE ANA G. MENDEZ",RIO PIEDRAS,PR,00928,www.uagm.edu/
3365,LICEO DE ARTE-DISE-O Y COMERCIO,42-49 ACOSTA ST,CAGUAS,PR,00725,www.liceocaguas.com/
3366,INTERNATIONAL BEAUTY COLLEGE,1225 BELTLINE RD STE 7,GARLAND,TX,75040,www.ibc3.edu/
3367,ESCUELA HOTELERA DE SAN JUAN,229 GUAYAMA ST,HATO REY,PR,00917,www.escuelahotelera.com/
3368,CENTER FOR NATURAL WELLNESS SCHOOL OF MASSAGE THERAPY,3 CERONE COMMERCIAL DR,ALBANY,NY,12205,NOT AVAILABLE
3369,EUPHORIA INSTITUTE OF BEAUTY ARTS & SCIENCES-SUMMERLIN,9340 W. SAHARA AVE STE. 205,LAS VEGAS,NV,89117,www.lincolntech.edu/campus/las-vegas-summerlin-nv
3370,LAKEWOOD SCHOOL OF THERAPEUTIC MASSAGE,1102 6TH ST,PORT HURON,MI,48060,lakewoodschool.edu/
3371,UNIVERSITY OF REDLANDS GRADUATE SCHOOL OF THEOLOGY,105 SEMINARY ROAD,SAN ANSELMO,CA,94960,NOT AVAILABLE
3372,PJ'S COLLEGE OF COSMETOLOGY-BOWLING GREEN,1901 RUSSELLVILLE ROAD,BOWLING GREEN,KY,42101,www.gotopjs.com/
3373,JOHN JAY BEAUTY COLLEGE,2844 TENNESSEE AVE,KENNER,LA,70062,www.johnjaybeautycollege.com/
3374,ST. JOSEPH'S COLLEGE-LONG ISLAND,155 W ROE BLVD,PATCHOGUE,NY,11772,NOT AVAILABLE
3375,SOUTHERN COLLEGE OF OPTOMETRY,1245 MADISON AVE,MEMPHIS,TN,38104,https://www.sco.edu/
3376,SAINT ELIZABETH UNIVERSITY,2 CONVENT ROAD,MORRISTOWN,NJ,07960,www.steu.edu/
3377,THE CULINARY SCHOOL OF FORT WORTH,6550 CAMP BOWIE BLVD #110,FORT WORTH,TX,76116,https://www.csftw.edu/
3378,AMERICAN MASSAGE & BODYWORK INSTITUTE,"1593 SPRING HILL ROAD, SUITE 210",VIENNA,VA,22182,www.ambimassageschool.com/
3379,HOUSTON SCHOOL OF CARPENTRY,3522 POLK ST,HOUSTON,TX,77003,housoc.org/
3380,KENNY'S BEAUTY ACADEMY,3461 WASHINGTON BOULEVARD,ARLINGTON,VA,22201,www.kennysbeautyacademy.com/
3381,MIXED INSTITUTE OF COSMETOLOGY & BARBER,5950 FLORIN ROAD SUITE 103,SACRAMENTO,CA,95823,mixed.institute/
3382,STAUTZENBERGER COLLEGE-ROCKFORD CAREER COLLEGE,1130 SOUTH ALPINE ROAD SUITE 100,ROCKFORD,IL,61108,https://www.rockfordcareercollege.edu/
3383,PAUL MITCHELL THE SCHOOL-FORT LAUDERDALE,8000 WEST BROWARD BOULEVARD SUITE 1101,PLANTATION,FL,33388,https://paulmitchell.edu/fortlauderdale
3384,ARIZONA COLLEGE OF NURSING-TUCSON,"300 SOUTH CRAYCROFT ROAD, SUITE 300",TUCSON,AZ,85711,https://www.arizonacollege.edu/
3385,NUC UNIVERSITY - IBC INSTITUTE - GUAYAMA,"CARRETERA #3, KM. 138.2 EDIFICIO IRAOLA,BARRIO MACHETE",GUAYAMA,PR,00784,NOT AVAILABLE
3386,NUC UNIVERSITY - IBC INSTITUTE - FAJARDO,"CARRETERA #3,KM.44.0 CALLE MARGINAL,BO.QUEBRADA",FAJARDO,PR,00738,NOT AVAILABLE
3387,NUC UNIVERSITY - IBC INSTITUTE - MANAT?,"CARRETERA #2,KM.49.7 BARRIO TIERRAS NUEVAS",MANATI,PR,00674,NOT AVAILABLE
3388,FRENCH ACADEMY OF COSMETOLOGY,111 W EXCHANGE ST STE A,SPRING LAKE,MI,49456,www.frenchacademyofcosmetology.com/
3389,MCDANIEL COLLEGE,2 COLLEGE HILL,WESTMINSTER,MD,21157,www.mcdaniel.edu/
3390,JOLIET JUNIOR COLLEGE,1215 HOUBOLT RD,JOLIET,IL,60431,www.jjc.edu/
3391,INTERNATIONAL BEAUTY EDUCATION CENTER,12832 WEST SUNSET HIGHWAY,AIRWAY HEIGHTS,WA,99001,spokanebeautyschool.com/
3392,SUNY AT ALBANY,1400 WASHINGTON AVENUE,ALBANY,NY,12222,www.albany.edu/
3393,SURRY COMMUNITY COLLEGE,630 S. MAIN ST.,DOBSON,NC,27017,https://surry.edu/
3394,BROOKDALE COMMUNITY COLLEGE,765 NEWMAN SPRINGS RD,LINCROFT,NJ,07738,https://www.brookdalecc.edu/
3395,AMHERST COLLEGE,BOLTWOOD AVENUE,AMHERST,MA,01002,www.amherst.edu/
3396,CLEVELAND UNIVERSITY-KANSAS CITY,10850 LOWELL AVENUE,OVERLAND PARK,KS,66210,www.cleveland.edu/
3397,PENNSYLVANIA STATE UNIVERSITY-PENN STATE DUBOIS,1 COLLEGE PLACE,DUBOIS,PA,15801,dubois.psu.edu/
3398,COLUMBIA STATE COMMUNITY COLLEGE,1665 HAMPSHIRE PIKE,COLUMBIA,TN,38401,https://www.columbiastate.edu/
3399,ALAMO COMMUNITY COLLEGE DISTRICT CENTRAL OFFICE,2222 N. ALAMO ST.,SAN ANTONIO,TX,78215,alamo.edu/district/
3400,AUSTIN COMMUNITY COLLEGE DISTRICT,5930 MIDDLE FISKVILLE RD,AUSTIN,TX,78752,www.austincc.edu/
3401,YAKIMA VALLEY COLLEGE,SOUTH 16TH AVE. & NOB HILL BLVD.,YAKIMA,WA,98907,https://www.yvcc.edu/
3402,MODERN TECHNOLOGY SCHOOL,"16560 HARBOR BLVD., SUITE K",FOUNTAIN VALLEY,CA,92708,https://www.mtschool.edu/
3403,FLORIDA ACADEMY,4387 COLONIAL BOULEVARD,FORT MYERS,FL,33966,https://florida-academy.edu/
3404,ATA COLLEGE-CINCINNATI,"225 PICTORIA DRIVE, SUITE 200",CINCINNATI,OH,45246,www.ata.edu/
3405,ELGIN COMMUNITY COLLEGE,1700 SPARTAN DRIVE,ELGIN,IL,60123,www.elgin.edu/
3406,THE UNIVERSITY OF FINDLAY,1000 NORTH MAIN STREET,FINDLAY,OH,45840,www.findlay.edu/
3407,BRYANT UNIVERSITY,1150 DOUGLAS PIKE,SMITHFIELD,RI,02917,https://www.bryant.edu/
3408,FRANCIS MARION UNIVERSITY,4822 EAST PALMETTO STREET,FLORENCE,SC,29506,www.fmarion.edu/
3409,ROSS MEDICAL EDUCATION CENTER-DAYTON,4490 BRANDT PIKE,DAYTON,OH,45424,www.rosseducation.edu/
3410,SOUTH DAKOTA STATE UNIVERSITY,1004 CAMPANILE AVE,BROOKINGS,SD,57007,https://www.sdstate.edu/
3411,ODESSA COLLEGE,201 W UNIVERSITY BLVD,ODESSA,TX,79764,www.odessa.edu/
3412,ROSS MEDICAL EDUCATION CENTER-EVANSVILLE,227 N. GREEN RIVER ROAD,EVANSVILLE,IN,47715,www.rosseducation.edu/
3413,UNIVERSITY OF PHOENIX-FLORIDA,2400 SW 145TH AVENUE,MIRAMAR,FL,33027,https://www.phoenix.edu/
3414,WEBSTER UNIVERSITY,470 E LOCKWOOD AVE.,SAINT LOUIS,MO,63119,www.webster.edu/
3415,CLAREMONT GRADUATE UNIVERSITY,150 E TENTH ST,CLAREMONT,CA,91711,www.cgu.edu/
3416,AMERICAN PUBLIC UNIVERSITY SYSTEM,111 W CONGRESS ST,CHARLES TOWN,WV,25414,https://www.apus.edu/
3417,NORTHERN WYOMING COMMUNITY COLLEGE DISTRICT,1 WHITNEY WAY,SHERIDAN,WY,82801,www.sheridan.edu/
3418,ARIZONA STATE UNIVERSITY DIGITAL IMMERSION,1475 N SCOTTSDALE RD,SCOTTSDALE,AZ,85257,www.asu.edu/
3419,SAN FRANCISCO INSTITUTE OF ESTHETICS & COSMETOLOGY INC,1067 FOLSOM ST,SAN FRANCISCO,CA,94103,www.sfiec.edu/
3420,COLUMBIA COLLEGE,8620 WESTWOOD CENTER DRIVE,VIENNA,VA,22182,www.ccdc.edu/
3421,PAUL MITCHELL THE SCHOOL-LEXINGTON,3644 BOSTON ROAD,LEXINGTON,KY,40514,paulmitchell.edu/lexington
3422,BIG SANDY COMMUNITY AND TECHNICAL COLLEGE,1 BERT COMBS DR,PRESTONSBURG,KY,41653,https://bigsandy.kctcs.edu/
3423,CONCORDIA UNIVERSITY-SAINT PAUL,1282 CONCORDIA AVE,SAINT PAUL,MN,55104,https://www.csp.edu/
3424,SOUTHWESTERN INDIAN POLYTECHNIC INSTITUTE,9169 COORS BLVD NW,ALBUQUERQUE,NM,87120,www.sipi.edu/
3425,CUNY LAGUARDIA COMMUNITY COLLEGE,31-10 THOMSON AVE,LONG ISLAND CITY,NY,11101,www.lagcc.cuny.edu/
3426,THE COLLEGE OF SAINT ROSE,432 WESTERN AVE,ALBANY,NY,12203,www.strose.edu/
3427,KEAN UNIVERSITY,1000 MORRIS AVENUE,UNION,NJ,07083,https://www.kean.edu/
3428,AVIATION INSTITUTE OF MAINTENANCE-NORFOLK,2329 E. LITTLE CREEK ROAD,NORFOLK,VA,23518,https://www.aviationmaintenance.edu/campuses/norfolk-va/
3429,PATHWAY VOCATIONAL ACADEMY,"3141 COLLEGE, SUITE A10",BEAUMONT,TX,77701,https://www.lufkinhairdesign.com/
3430,NORTHERN VIRGINIA COMMUNITY COLLEGE,4001 WAKEFIELD CHAPEL RD,ANNANDALE,VA,22003,https://www.nvcc.edu/
3431,TOP NAILS & HAIR BEAUTY SCHOOL,1735 WEST 5400 SOUTH,TAYLORSVILLE,UT,84118,www.topbeautyschoolutah.com/
3432,INSTITUTO DE BANCA Y COMERCIO INC,56 CARRETERA 20 KM 2.3,GUAYNABO,PR,00966,NOT AVAILABLE
3433,SOUTHWEST ACUPUNCTURE COLLEGE-SANTA FE,"2100 CALLE DE LA VUELTA, SUITE D103",SANTA FE,NM,87505,www.acupuncturecollege.edu/
3434,WARREN COUNTY COMMUNITY COLLEGE,475 ROUTE 57 W,WASHINGTON,NJ,07882,www.warren.edu/
3435,ACE COSMETOLOGY AND BARBER TRAINING CENTER,625 WOLCOTT STREET SUITE 7,WATERBURY,CT,06705,acetrainingcenters.com/
3436,BRYAN UNIVERSITY,4255 NATURE CENTER WAY,SPRINGFIELD,MO,65804,www.bryanu.edu/
3437,EVERGLADES UNIVERSITY,"5002 T-REX AVENUE, SUITE 100",BOCA RATON,FL,33431,https://www.evergladesuniversity.edu/
3438,NORTHEASTERN SEMINARY,2265 WESTSIDE DR,ROCHESTER,NY,14624,www.nes.edu/
3439,NUVO COLLEGE OF COSMETOLOGY,919 W NORTON AVE,NORTON SHORES,MI,49441,www.nuvocollege.com/
3440,UNIVERSITY OF MASSACHUSETTS-CENTRAL OFFICE,1 BEACON STREET,BOSTON,MA,02108,www.massachusetts.edu/
3441,ANGELES INSTITUTE,"17100 PIONEER BLVD, SUITE 170",ARTESIA,CA,90701,www.angelesinstitute.edu/
3442,ANTIOCH UNIVERSITY-MIDWEST,900 DAYTON ST,YELLOW SPRINGS,OH,45387,midwest.antioch.edu/
3443,ERIE INSTITUTE OF TECHNOLOGY INC,940 MILLCREEK MALL,ERIE,PA,16565,www.erieit.edu/
3444,HOUSTON GRADUATE SCHOOL OF THEOLOGY,4300C WEST BELLFORT,HOUSTON,TX,77035,www.hgst.edu/
3445,WINDWARD COMMUNITY COLLEGE,45-720 KEAAHALA RD,KANEOHE,HI,96744,https://windward.hawaii.edu/
3446,ENSIGN COLLEGE,95 NORTH 300 WEST,SALT LAKE CITY,UT,84101,www.ensign.edu/
3447,SOVAH SCHOOL OF HEALTH PROFESSIONS,"109 BRIDGE ST., SUITE 200",DANVILLE,VA,24541,https://www.sovahhealth.com/careers-education/school-of-health-professions
3448,MEDICAL INSTITUTE OF PALM BEACH,5821B LAKE WORTH RD,GREENACRES,FL,33463,www.medicalinstitutepb.edu/
3449,UNIVERSITY OF SOUTHERN MISSISSIPPI,118 COLLEGE DRIVE # 0001,HATTIESBURG,MS,39406,https://www.usm.edu/
3450,WESTERN CAROLINA UNIVERSITY,HIGHWAY 107,CULLOWHEE,NC,28723,www.wcu.edu/
3451,INVER HILLS COMMUNITY COLLEGE,2500 80TH ST E,INVER GROVE HEIGHTS,MN,55076,https://www.inverhills.edu/
3452,NATIONAL PARALEGAL COLLEGE,717 E MARYLAND AVE,PHOENIX,AZ,85014,https://nationalparalegal.edu/
3453,GALAXY MEDICAL COLLEGE,"6400 LAUREL CANYON BOULEVARD, SUITE 115",NORTH HOLLYWOOD,CA,91606,www.galaxymedicalcollege.edu/
3454,MAUNA LOA HELICOPTERS,73-310 U'U STREET,KAILUA KONA,HI,96740,maunaloahelicopters.com/
3455,RALPH R WILLIS CAREER AND TECHNICAL CENTER,"144 VOCATIONAL ROAD, THREE MILE CURVE",STOLLINGS,WV,25646,www.rrw.logancountyschoolswv.com/
3456,MARLBORO COLLEGE GRADUATE & PROFESSIONAL STUDIES,2582 SOUTH ROAD,MARLBORO,VT,05344,www.marlboro.edu/academics/graduate
3457,NIGHTINGALE COLLEGE,175 S MAIN ST SUITE 400,SALT LAKE CITY,UT,84111,www.nightingale.edu/
3458,CULPEPER COSMETOLOGY TRAINING CENTER,311 SOUTH EAST STREET #120,CULPEPER,VA,22701,www.culpepercosmetology.com/
3459,EMPIRE BEAUTY SCHOOL-GWINNETT,"1455 PLEASANT HILL ROAD, SUITE 105",LAWRENCEVILLE,GA,30044,www.empire.edu/
3460,HOUSTON TRAINING SCHOOL-GULFGATE,6630 GULF FWY,HOUSTON,TX,77087,houstontrainingschools.net/
3461,CALIFORNIA STATE UNIVERSITY-LONG BEACH,1250 BELLFLOWER BLVD,LONG BEACH,CA,90840,www.csulb.edu/
3462,MARYVILLE UNIVERSITY OF SAINT LOUIS,650 MARYVILLE UNIVERSITY DRIVE,SAINT LOUIS,MO,63141,www.maryville.edu/
3463,LINCOLN TECHNICAL INSTITUTE-ISELIN,"675 US ROUTE 1 SOUTH, 2ND FLOOR",ISELIN,NJ,08830,www.lincolntech.edu/campus/edison-nj
3464,LOMA LINDA UNIVERSITY,11139 ANDERSON STREET,LOMA LINDA,CA,92350,www.llu.edu/index.html
3465,ADAMS STATE UNIVERSITY,208 EDGEMONT BLVD,ALAMOSA,CO,81101,www.adams.edu/
3466,SHORTER UNIVERSITY,315 SHORTER AVE,ROME,GA,30165,https://www.shorter.edu/
3467,TRUMAN STATE UNIVERSITY,100 E NORMAL AVENUE,KIRKSVILLE,MO,63501,https://www.truman.edu/
3468,DALLAS BAPTIST UNIVERSITY,3000 MOUNTAIN CREEK PARKWAY,DALLAS,TX,75211,https://www.dbu.edu/
3469,PAUL D CAMP COMMUNITY COLLEGE,100 N COLLEGE DR,FRANKLIN,VA,23851,www.pdc.edu/
3470,BELLINGHAM TECHNICAL COLLEGE,3028 LINDBERGH AVE,BELLINGHAM,WA,98225,https://www.btc.edu/
3471,NORTHEAST WISCONSIN TECHNICAL COLLEGE,2740 W MASON ST,GREEN BAY,WI,54307,https://www.nwtc.edu/
3472,SANTA BARBARA BUSINESS COLLEGE-SANTA MARIA,303 E PLAZA DR STE 1,SANTA MARIA,CA,93454,sbbcollege.edu/
3473,BRYANT & STRATTON COLLEGE-PARMA,12955 SNOW RD,PARMA,OH,44130,https://www.bryantstratton.edu/
3474,PLATT COLLEGE-LOS ANGELES,"1000 SOUTH FREMONT AVENUE, A10",ALHAMBRA,CA,91803,www.plattcollege.edu/
3475,SEMINAR L'MOROS BAIS YAAKOV,4409 15TH AVE,BROOKLYN,NY,11219,seminarlmorosbaisyaakov.com/
3476,SOUTHWEST UNIVERSITY OF VISUAL ARTS-ALBUQUERQUE,NOT AVAILABLE,ALBUQUERQUE,NM,87102,www.suva.edu/
3477,EMPIRE BEAUTY SCHOOL-OWINGS MILLS,"9616 REISTERSTOWN RD, SUITE 105",OWINGS MILLS,MD,21117,www.empire.edu/
3478,ASSOCIATED TECHNICAL COLLEGE-SAN DIEGO,"2650 CAMINO DEL RIO NORTH, STE. 100",SAN DIEGO,CA,92108,www.atcsd.edu/
3479,BAIS BINYOMIN ACADEMY,51 CARLTON ROAD,MONSEY,NY,10952,https://baisbinyominacademy.com/
3480,HYPNOSIS MOTIVATION INSTITUTE,18607 VENTURA BLVD STE 310,TARZANA,CA,91356,hypnosis.edu/
3481,COLORADO SCHOOL OF TRADES,1575 HOYT ST,LAKEWOOD,CO,80215,https://schooloftrades.edu/about
3482,CORTIVA INSTITUTE-POMPANO,2001 W SAMPLE RD STE 100,POMPANO BEACH,FL,33064,www.cortiva.edu/
3483,KENTUCKY WESLEYAN COLLEGE,3000 FREDERICA STREET,OWENSBORO,KY,42301,https://kwc.edu/
3484,GLEN OAKS COMMUNITY COLLEGE,62249 SHIMMEL RD,CENTREVILLE,MI,49032,www.glenoaks.edu/
3485,PINE TECHNICAL & COMMUNITY COLLEGE,900 4TH ST SE,PINE CITY,MN,55063,www.pine.edu/
3486,LUTHER SEMINARY,2481 COMO AVE,SAINT PAUL,MN,55108,https://www.luthersem.edu/
3487,LINCOLN UNIVERSITY,820 CHESTNUT STREET,JEFFERSON CITY,MO,65101,https://www.lincolnu.edu/
3488,MORAVIAN COLLEGE,1200 MAIN ST,BETHLEHEM,PA,18018,www.moravian.edu/
3489,JACKSONVILLE COLLEGE-MAIN CAMPUS,105 B J ALBRITTON DR,JACKSONVILLE,TX,75766,www.jacksonville-college.edu/
3490,MAK BEAUTY INSTITUTE,570 LAKELAND PLAZA,CUMMING,GA,30040,makbeautyinstitute.com/
3491,"ELITE COSMETOLOGY, BARBER & SPA ACADEMY",2606 WEST NOB HILL BOULEVARD,YAKIMA,WA,98902,elitecbsacademy.com/
3492,KANSAS CITY UNIVERSITY OF MEDICINE AND BIOSCIENCES-JOPLIN,2901 ST. JOHN'S BOULEVARD,JOPLIN,MO,64804,www.kcumb.edu/
3493,PELOTON COLLEGE,1200 EAST COPELAND ROAD,ARLINGTON,TX,76011,pelotoncollege.edu/
3494,CHICAGO SCHOOL OF PROFESSIONAL PSYCHOLOGY AT DALLAS,2101 WATERVIEW PARKWAY,RICHARDSON,TX,75080,https://www.thechicagoschool.edu/dallas/
3495,SOUTHEASTERN FREE WILL BAPTIST BIBLE COLLEGE,532 EAGLE ROCK ROAD,WENDELL,NC,27591,www.sfwbc.edu/
3496,OHEL MARGULIA SEMINARY,22 ASHEL LANE,MONSEY,NY,10952,ohelmarguliaseminary.com/
3497,CHRIST MISSION COLLEGE,10822 FM 1560 NORTH,SAN ANTONIO,TX,78254,cmctx.org/
3498,TAYLOR ANDREWS ACADEMY OF HAIR DESIGN-HAIR LAB DETROIT BARBER SCHOOL,15070 DIX TOLEDO ROAD,SOUTHGATE,MI,48195,https://www.hairlabdetroitbarberschool.com/
3499,SOUTH EASTERN BEAUTY ACADEMY,318 SECOND STREET,PAINTSVILLE,KY,41240,southeasternbeautyacadaemy.com
3500,ADVANCED COLLEGE - SALIDA,5258 PIRRONE COURT,SALIDA,CA,95368,NOT AVAILABLE
3501,SOUTHWESTERN BAPTIST THEOLOGICAL SEMINARY,2001 W. SEMINARY DR.,FORT WORTH,TX,76115,swbts.edu
3502,WILMINGTON UNIVERSITY,320 DUPONT HWY,NEW CASTLE,DE,19720,www.wilmu.edu/
3503,FONTBONNE UNIVERSITY,6800 WYDOWN BLVD,SAINT LOUIS,MO,63105,https://www.fontbonne.edu/
3504,UNIVERSITY OF NORTH CAROLINA AT GREENSBORO,1400 SPRING GARDEN ST,GREENSBORO,NC,27402,www.uncg.edu/
3505,UNIVERSITY OF PUERTO RICO-PONCE,2151 SANTIAGO DE LOS CABALLEROS AVENUE,PONCE,PR,00716,www.uprp.edu/
3506,KENNESAW STATE UNIVERSITY,1000 CHASTAIN RD,KENNESAW,GA,30144,www.kennesaw.edu/
3507,FLORIDA AGRICULTURAL AND MECHANICAL UNIVERSITY,1500 S MARTIN LUTHER KING JR BLVD,TALLAHASSEE,FL,32307,www.famu.edu/
3508,FELBRY COLLEGE SCHOOL OF NURSING,6055 CLEVELAND AVENUE,COLUMBUS,OH,43231,felbrycollege.edu/
3509,OHIO UNIVERSITY-SOUTHERN CAMPUS,1804 LIBERTY AVE,IRONTON,OH,45638,https://www.ohio.edu/southern/
3510,AMERICAN BEAUTY ACADEMY-WEST VALLEY CAMPUS,3695 S REDWOOD RD,WEST VALLEY CITY,UT,84119,americanbeautyutah.com/
3511,MARKETTI ACADEMY OF COSMETOLOGY,4390 DIXIE HWY,WATERFORD,MI,48329,www.marketticosmetology.com/
3512,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY NASHVILLE,100 WHITE BRIDGE RD,NASHVILLE,TN,37209,www.tcatnashville.edu/
3513,GRANITE STATE COLLEGE,25 HALL STREET,CONCORD,NH,03301,https://www.granite.edu/
3514,SOUTHWESTERN COMMUNITY COLLEGE,447 COLLEGE DRIVE,SYLVA,NC,28779,www.southwesterncc.edu/
3515,PATRICK HENRY COMMUNITY COLLEGE,645 PATRIOT AVENUE,MARTINSVILLE,VA,24112,www.patrickhenry.edu/
3516,WHARTON COUNTY JUNIOR COLLEGE,911 BOLING HWY,WHARTON,TX,77488,https://www.wcjc.edu/
3517,OTIS COLLEGE OF ART AND DESIGN,9045 LINCOLN BLVD,LOS ANGELES,CA,90045,www.otis.edu/
3518,LOWELL ACADEMY HAIRSTYLING INSTITUTE,136 CENTRAL ST,LOWELL,MA,01852,www.lowellacademy.com/
3519,EMPIRE BEAUTY SCHOOL-AVONDALE,9945 W MCDOWELL ROAD #112,AVONDALE,AZ,85323,www.empire.edu/
3520,MT. DIABLO ADULT EDUCATION-MT. DIABLO USD,LOMA VISTA ADULT CENTER - 1266 SAN CARLOS AVENUE.,CONCORD,CA,94518,mdae.mdusd.org/
3521,LOURDES UNIVERSITY,6832 CONVENT BLVD,SYLVANIA,OH,43560,www.lourdes.edu/
3522,SOUTH DAKOTA SCHOOL OF MINES AND TECHNOLOGY,501 E SAINT JOSEPH ST,RAPID CITY,SD,57701,www.sdsmt.edu/
3523,NATIONAL AMERICAN UNIVERSITY-MESQUITE,18600 LBJ FREEWAY,MESQUITE,TX,75150,www.national.edu/locations/campuses/mesquite/
3524,ASHLAND COMMUNITY AND TECHNICAL COLLEGE,1400 COLLEGE DRIVE,ASHLAND,KY,41101,https://ashland.kctcs.edu/
3525,OHIO TECHNICAL COLLEGE,1374 E 51ST ST,CLEVELAND,OH,44103,www.ohiotech.edu/
3526,CAYUGA COUNTY COMMUNITY COLLEGE,197 FRANKLIN STREET,AUBURN,NY,13021,https://www.cayuga-cc.edu/
3527,PICKAWAY ROSS JOINT VOCATIONAL SCHOOL DISTRICT,1410 INDUSTRIAL DRIVE,CHILLICOTHE,OH,45601,www.pickawayross.com/
3528,DAKOTA WESLEYAN UNIVERSITY,1200 W UNIVERSITY AVE,MITCHELL,SD,57301,www.dwu.edu/
3529,GRACE INTERNATIONAL BEAUTY SCHOOL,136-31 41ST AVENUE,FLUSHING,NY,11355,www.gibs.edu/
3530,ACCESS CAREERS,"474 FULTON AVENUE, SUITE 201",HEMPSTEAD,NY,11550,www.accesscareers.net/
3531,DALLAS COLLEGE,1601 SOUTH LAMAR,DALLAS,TX,75215,www.dcccd.edu/pages/default.aspx
3532,HOUSTON COMMUNITY COLLEGE,3100 MAIN STREET,HOUSTON,TX,77002,www.hccs.edu/
3533,UNIVERSITY OF PHOENIX-NEVADA,3755 BREAKTHROUGH WAY,LAS VEGAS,NV,89135,https://www.phoenix.edu/
3534,UNIVERSITY OF NORTH TEXAS AT DALLAS,7300 UNIVERSITY HILLS DRIVE,DALLAS,TX,75241,untdallas.edu/
3535,HOUSTON TRAINING SCHOOLS-GESSNER,3722 SOUTH GESSNER,HOUSTON,TX,77063,houstontrainingschools.net/
3536,THE UNIVERSITY OF WEST FLORIDA,11000 UNIVERSITY PARKWAY,PENSACOLA,FL,32514,uwf.edu/
3537,GUILFORD TECHNICAL COMMUNITY COLLEGE,601 E. MAIN STREET,JAMESTOWN,NC,27282,www.gtcc.edu/
3538,HAGERSTOWN COMMUNITY COLLEGE,11400 ROBINWOOD DR,HAGERSTOWN,MD,21742,www.hagerstowncc.edu/
3539,JENNY LEA ACADEMY OF COSMETOLOGY,222 E UNAKA AVE,JOHNSON CITY,TN,37601,www.jennyleaacademy.com/
3540,CHAMBERLAIN UNIVERSITY-ADMINISTRATIVE OFFICE,"500 W. MONROE STREET, SUITE 28",CHICAGO,IL,60661,https://www.chamberlain.edu/
3541,GWINNETT COLLEGE-LILBURN,4230 HWY 29 STE 11,LILBURN,GA,30047,www.gwinnettcollege.edu/
3542,LOUISBURG COLLEGE,501 N. MAIN ST.,LOUISBURG,NC,27549,www.louisburg.edu/
3543,DELAWARE TECHNICAL COMMUNITY COLLEGE-TERRY,100 CAMPUS DRIVE,DOVER,DE,19901,https://www.dtcc.edu/
3544,ECKERD COLLEGE,4200 54TH AVE S,SAINT PETERSBURG,FL,33711,https://www.eckerd.edu/
3545,HINDS COMMUNITY COLLEGE,608 HINDS BOULEVARD,RAYMOND,MS,39154,www.hindscc.edu/
3546,LITTLE BIG HORN COLLEGE,8645 SOUTH WEAVER DRIVE,CROW AGENCY,MT,59022,www.lbhc.edu/
3547,PROTEGE ACADEMY,4960 NORTHWIND DR.,EAST LANSING,MI,48823,www.protegeacademy.com/
3548,NORTHWEST HVAC/R TRAINING CENTER,204 E. NORA AVE,SPOKANE,WA,99207,www.inwhvac.org/
3549,CBD COLLEGE,"3699 WILSHIRE BLVD., FOURTH FLOOR",LOS ANGELES,CA,90010,www.cbd.edu/
3550,WILSON COMMUNITY COLLEGE,902 HERRING AVE,WILSON,NC,27893,www.wilsoncc.edu/
3551,HALLMARK UNIVERSITY,10401 IH 10 W,SAN ANTONIO,TX,78230,https://www.hallmarkuniversity.edu/
3552,COOPER UNION FOR THE ADVANCEMENT OF SCIENCE AND ART,7 EAST 7TH STREET,NEW YORK,NY,10003,www.cooper.edu/
3553,THE GENERAL THEOLOGICAL SEMINARY,440 WEST 21ST STREET,NEW YORK,NY,10011,www.gts.edu/
3554,TRINITY HEALTH SYSTEM SCHOOL OF NURSING,4000 SUNSET BOULEVARD SUITE 2631,STEUBENVILLE,OH,43952,https://trinityson.com/
3555,UNIVERSITY OF SOUTH FLORIDA,4202 EAST FOWLER AVE,TAMPA,FL,33620,www.usf.edu/
3556,ELMIRA BUSINESS INSTITUTE,4100 VESTAL ROAD,VESTAL,NY,13850,www.ebi.edu/
3557,CENTRAL OKLAHOMA COLLEGE,14820 SERENITA AVENUE,OKLAHOMA CITY,OK,73134,centraloc.edu/
3558,PHAGANS MEDFORD BEAUTY SCHOOL,2320 POPLAR DR,MEDFORD,OR,97504,www.phagans-schools.com/
3559,VALLEY COLLEGE-MARTINSBURG,287 AIKENS CTR EDWIN MILLER BLVD,MARTINSBURG,WV,25404,www.valley.edu/
3560,LYCOMING COLLEGE,ONE COLLEGE PLACE,WILLIAMSPORT,PA,17701,https://www.lycoming.edu/
3561,UNIVERSITY OF NEBRASKA-LINCOLN,1400 R STREET,LINCOLN,NE,68588,www.unl.edu/
3562,LAKE ERIE COLLEGE,391 W WASHINGTON ST,PAINESVILLE,OH,44077,www.lec.edu/
3563,OPELOUSAS SCHOOL OF COSMETOLOGY,529 E VINE ST,OPELOUSAS,LA,70570,www.opelousascosmetology.com/
3564,LASALLE TECH,300 HOWARD AVE,HOUMA,LA,70363,lasalletech.edu/
